DBN,Category,Total Enrollment
11X532,Poverty,299.0
11X532,Reside in temporary housing,28.0
11X532,Students with Disabilities,66.0
11X556,All Students,398.0
11X556,Attend school outside district of residence,18.0
11X556,English Language Learners,64.0
11X556,Poverty,398.0
11X556,Reside in temporary housing,61.0
11X556,Students with Disabilities,78.0
11X566,All Students,458.0
11X566,Attend school outside district of residence,19.0
11X566,English Language Learners,32.0
11X566,Poverty,458.0
11X566,Reside in temporary housing,27.0
11X566,Students with Disabilities,106.0
11X567,All Students,254.0
11X567,Attend school outside district of residence,33.0
11X567,English Language Learners,69.0
11X567,Poverty,254.0
11X567,Reside in temporary housing,34.0
11X567,Students with Disabilities,41.0
12X006,All Students,536.0
12X006,Attend school outside district of residence,53.0
12X006,English Language Learners,57.0
12X006,Poverty,512.0
12X006,Reside in temporary housing,167.0
12X006,Students with Disabilities,111.0
12X044,All Students,247.0
12X044,Poverty,230.0
12X044,Reside in temporary housing,84.0
12X044,Students with Disabilities,46.0
12X047,All Students,1157.0
12X047,Attend school outside district of residence,75.0
12X047,English Language Learners,286.0
12X047,Poverty,1102.0
12X047,Reside in temporary housing,68.0
12X047,Students with Disabilities,171.0
12X050,All Students,58.0
12X050,Attend school outside district of residence,8.0
12X050,English Language Learners,8.0
12X050,Poverty,58.0
12X050,Students with Disabilities,23.0
12X057,All Students,552.0
12X057,Attend school outside district of residence,254.0
12X057,English Language Learners,81.0
12X057,Poverty,552.0
12X057,Reside in temporary housing,125.0
12X057,Students with Disabilities,127.0
12X061,All Students,274.0
12X061,Attend school outside district of residence,21.0
12X061,English Language Learners,20.0
12X061,Poverty,260.0
12X061,Reside in temporary housing,54.0
12X061,Students with Disabilities,57.0
12X066,All Students,640.0
12X066,Attend school outside district of residence,75.0
12X066,English Language Learners,86.0
12X066,Poverty,640.0
12X066,Reside in temporary housing,154.0
12X066,Students with Disabilities,140.0
12X067,All Students,601.0
12X067,Attend school outside district of residence,36.0
12X067,English Language Learners,48.0
12X067,Poverty,601.0
12X067,Reside in temporary housing,96.0
12X067,Students with Disabilities,136.0
12X195,Attend school outside district of residence,52.0
12X092,All Students,419.0
12X092,Attend school outside district of residence,117.0
12X092,English Language Learners,88.0
12X092,Poverty,393.0
12X092,Reside in temporary housing,104.0
12X092,Students with Disabilities,91.0
12X098,All Students,199.0
12X098,Attend school outside district of residence,28.0
12X098,English Language Learners,41.0
12X098,Poverty,199.0
12X098,Reside in temporary housing,24.0
12X098,Students with Disabilities,47.0
12X129,All Students,543.0
12X129,Attend school outside district of residence,135.0
12X129,English Language Learners,74.0
12X129,Poverty,543.0
12X129,Reside in temporary housing,99.0
12X129,Students with Disabilities,147.0
12X134,All Students,636.0
12X134,Attend school outside district of residence,56.0
12X134,English Language Learners,78.0
12X134,Poverty,625.0
12X134,Reside in temporary housing,77.0
12X134,Students with Disabilities,93.0
12X150,All Students,863.0
12X150,Attend school outside district of residence,159.0
12X150,Poverty,823.0
12X150,Reside in temporary housing,187.0
12X150,Students with Disabilities,166.0
12X190,All Students,239.0
12X190,Attend school outside district of residence,36.0
12X190,English Language Learners,23.0
12X190,Poverty,239.0
12X190,Reside in temporary housing,21.0
12X190,Students with Disabilities,63.0
12X195,All Students,958.0
12X195,Poverty,958.0
12X195,Reside in temporary housing,268.0
12X195,Students with Disabilities,207.0
12X458,English Language Learners,26.0
12X196,All Students,953.0
12X196,Attend school outside district of residence,69.0
12X196,English Language Learners,287.0
12X196,Poverty,953.0
12X196,Reside in temporary housing,174.0
12X196,Students with Disabilities,170.0
12X211,All Students,595.0
12X211,Attend school outside district of residence,154.0
12X211,English Language Learners,151.0
12X211,Poverty,568.0
12X211,Reside in temporary housing,81.0
12X211,Students with Disabilities,118.0
12X212,All Students,422.0
12X212,Attend school outside district of residence,182.0
12X212,Poverty,407.0
12X212,Reside in temporary housing,96.0
12X212,Students with Disabilities,72.0
12X214,All Students,1014.0
12X214,Attend school outside district of residence,195.0
12X214,English Language Learners,108.0
12X214,Poverty,892.0
12X214,Reside in temporary housing,137.0
12X214,Students with Disabilities,181.0
12X217,All Students,313.0
12X217,Attend school outside district of residence,41.0
12X217,English Language Learners,66.0
12X217,Poverty,313.0
12X217,Reside in temporary housing,74.0
12X217,Students with Disabilities,87.0
12X242,All Students,309.0
12X242,Attend school outside district of residence,39.0
12X242,English Language Learners,47.0
12X242,Poverty,266.0
12X242,Reside in temporary housing,20.0
12X242,Students with Disabilities,79.0
12X267,All Students,247.0
12X267,Attend school outside district of residence,52.0
12X267,English Language Learners,36.0
12X267,Poverty,231.0
12X267,Reside in temporary housing,23.0
12X267,Students with Disabilities,74.0
12X271,All Students,254.0
12X271,Attend school outside district of residence,32.0
12X271,English Language Learners,27.0
12X271,Poverty,240.0
12X271,Reside in temporary housing,28.0
12X271,Students with Disabilities,72.0
12X273,All Students,270.0
12X273,Attend school outside district of residence,83.0
12X273,English Language Learners,21.0
12X273,Poverty,270.0
12X273,Reside in temporary housing,43.0
12X273,Students with Disabilities,70.0
12X286,All Students,267.0
12X286,Attend school outside district of residence,50.0
12X286,English Language Learners,44.0
12X286,Poverty,267.0
12X286,Reside in temporary housing,62.0
12X286,Students with Disabilities,67.0
13K093,Students with Disabilities,47.0
12X300,All Students,594.0
12X300,Attend school outside district of residence,66.0
12X300,English Language Learners,84.0
12X300,Poverty,510.0
12X300,Reside in temporary housing,151.0
12X300,Students with Disabilities,154.0
12X314,All Students,270.0
12X314,Attend school outside district of residence,22.0
12X314,English Language Learners,48.0
12X314,Poverty,253.0
12X314,Reside in temporary housing,42.0
12X314,Students with Disabilities,70.0
12X341,All Students,154.0
12X316,All Students,359.0
12X316,Attend school outside district of residence,61.0
12X316,English Language Learners,32.0
12X316,Poverty,359.0
12X316,Reside in temporary housing,34.0
12X316,Students with Disabilities,80.0
12X318,All Students,295.0
12X318,Attend school outside district of residence,59.0
12X318,English Language Learners,55.0
12X318,Poverty,295.0
12X383,Attend school outside district of residence,41.0
12X318,Reside in temporary housing,49.0
12X318,Students with Disabilities,72.0
12X341,Attend school outside district of residence,36.0
12X341,English Language Learners,28.0
12X341,Poverty,154.0
12X341,Reside in temporary housing,24.0
12X341,Students with Disabilities,55.0
12X372,All Students,214.0
12X372,Attend school outside district of residence,34.0
12X372,English Language Learners,30.0
12X372,Poverty,214.0
12X372,Reside in temporary housing,33.0
12X372,Students with Disabilities,63.0
12X383,All Students,243.0
12X383,English Language Learners,51.0
12X383,Poverty,243.0
12X383,Reside in temporary housing,45.0
12X383,Students with Disabilities,65.0
12X384,All Students,254.0
12X384,Attend school outside district of residence,64.0
12X384,English Language Learners,85.0
12X384,Poverty,254.0
12X384,Reside in temporary housing,60.0
12X384,Students with Disabilities,46.0
12X458,All Students,95.0
12X458,Attend school outside district of residence,7.0
12X458,Poverty,91.0
12X458,Reside in temporary housing,20.0
12X458,Students with Disabilities,12.0
12X463,All Students,289.0
12X463,Attend school outside district of residence,65.0
12X463,English Language Learners,51.0
12X463,Poverty,286.0
12X463,Reside in temporary housing,103.0
12X463,Students with Disabilities,58.0
12X531,All Students,503.0
12X531,Attend school outside district of residence,37.0
12X531,English Language Learners,110.0
12X691,Reside in temporary housing,55.0
12X531,Poverty,503.0
12X531,Reside in temporary housing,107.0
12X531,Students with Disabilities,117.0
12X536,All Students,420.0
12X536,Attend school outside district of residence,28.0
12X536,English Language Learners,93.0
12X536,Poverty,420.0
12X536,Reside in temporary housing,85.0
12X536,Students with Disabilities,74.0
12X691,All Students,325.0
12X691,Attend school outside district of residence,43.0
12X691,English Language Learners,43.0
12X691,Poverty,291.0
12X691,Students with Disabilities,72.0
13K003,All Students,383.0
13K003,Attend school outside district of residence,77.0
13K003,English Language Learners,48.0
13K305,English Language Learners,15.0
13K003,Poverty,339.0
13K003,Reside in temporary housing,97.0
13K003,Students with Disabilities,53.0
13K008,All Students,924.0
13K008,Attend school outside district of residence,89.0
13K008,English Language Learners,20.0
13K008,Poverty,125.0
13K008,Reside in temporary housing,16.0
13K282,English Language Learners,32.0
13K008,Students with Disabilities,130.0
13K009,All Students,748.0
13K009,Attend school outside district of residence,237.0
13K009,English Language Learners,30.0
13K009,Poverty,343.0
13K009,Reside in temporary housing,34.0
13K009,Students with Disabilities,128.0
13K011,All Students,759.0
13K011,Attend school outside district of residence,258.0
13K011,English Language Learners,14.0
13K011,Poverty,340.0
13K011,Reside in temporary housing,43.0
13K011,Students with Disabilities,76.0
13K020,All Students,347.0
13K020,Attend school outside district of residence,108.0
13K020,English Language Learners,12.0
13K020,Poverty,263.0
13K020,Reside in temporary housing,45.0
13K020,Students with Disabilities,56.0
13K044,All Students,197.0
13K044,Attend school outside district of residence,75.0
13K044,English Language Learners,13.0
13K044,Poverty,191.0
13K044,Reside in temporary housing,49.0
13K044,Students with Disabilities,32.0
13K046,All Students,317.0
13K046,Attend school outside district of residence,62.0
13K046,English Language Learners,49.0
13K046,Poverty,283.0
13K046,Reside in temporary housing,49.0
13K046,Students with Disabilities,82.0
13K054,All Students,216.0
13K054,Attend school outside district of residence,94.0
13K054,English Language Learners,34.0
13K527,English Language Learners,12.0
13K054,Poverty,205.0
13K054,Reside in temporary housing,26.0
13K054,Students with Disabilities,46.0
13K056,All Students,187.0
13K056,Poverty,160.0
13K056,Reside in temporary housing,45.0
13K056,Students with Disabilities,31.0
13K067,All Students,211.0
13K067,Attend school outside district of residence,21.0
13K067,English Language Learners,19.0
13K067,Poverty,209.0
13K067,Reside in temporary housing,59.0
13K067,Students with Disabilities,52.0
13K093,All Students,272.0
14K031,Reside in temporary housing,7.0
13K093,Attend school outside district of residence,111.0
13K093,English Language Learners,29.0
13K093,Poverty,258.0
13K113,All Students,414.0
13K113,Attend school outside district of residence,154.0
13K113,English Language Learners,13.0
13K113,Poverty,414.0
13K113,Reside in temporary housing,61.0
13K113,Students with Disabilities,112.0
13K133,All Students,619.0
13K133,Attend school outside district of residence,342.0
13K133,English Language Learners,27.0
13K133,Poverty,619.0
13K133,Reside in temporary housing,27.0
13K133,Students with Disabilities,86.0
13K256,All Students,275.0
13K256,Attend school outside district of residence,89.0
13K256,English Language Learners,26.0
13K256,Poverty,266.0
13K256,Reside in temporary housing,55.0
13K256,Students with Disabilities,47.0
13K265,All Students,116.0
13K265,Attend school outside district of residence,31.0
