DBN,Category,#Grade K,#Grade 1,#Grade 2,#Grade 3,#Grade 4,#Grade 5
10X360,Poverty,79,79,62,56,54,49
10X360,Reside in temporary housing,16,17,15,15,15,9
10X360,Students with Disabilities,12,12,21,14,16,18
10X363,All Students,No Data,No Data,No Data,No Data,No Data,No Data
10X363,Attend school outside district of residence,No Data,No Data,No Data,No Data,No Data,No Data
10X363,English Language Learners,No Data,No Data,No Data,No Data,No Data,No Data
10X363,Poverty,No Data,No Data,No Data,No Data,No Data,No Data
10X363,Reside in temporary housing,No Data,No Data,No Data,No Data,No Data,No Data
10X363,Students with Disabilities,No Data,No Data,No Data,No Data,No Data,No Data
10X368,All Students,No Data,No Data,No Data,No Data,No Data,No Data
10X368,Attend school outside district of residence,No Data,No Data,No Data,No Data,No Data,No Data
10X368,English Language Learners,No Data,No Data,No Data,No Data,No Data,No Data
10X368,Poverty,No Data,No Data,No Data,No Data,No Data,No Data
10X368,Reside in temporary housing,No Data,No Data,No Data,No Data,No Data,No Data
10X368,Students with Disabilities,No Data,No Data,No Data,No Data,No Data,No Data
10X382,All Students,39,51,48,38,47,56
10X382,Attend school outside district of residence,s,s,7,s,s,s
10X382,English Language Learners,16,15,11,10,12,19
10X382,Poverty,36,48,48,37,45,54
10X382,Reside in temporary housing,8,9,17,11,19,17
10X382,Students with Disabilities,s,6,s,6,8,s
10X386,All Students,93,92,125,79,85,67
11X529,English Language Learners,No Data,No Data,No Data,No Data,No Data,No Data
10X386,Attend school outside district of residence,s,s,8,9,6,8
10X386,English Language Learners,35,31,44,24,25,21
10X386,Poverty,92,91,123,78,84,67
10X386,Reside in temporary housing,36,33,43,26,23,19
10X386,Students with Disabilities,18,16,27,16,16,11
10X390,All Students,No Data,No Data,No Data,No Data,No Data,No Data
10X390,Attend school outside district of residence,No Data,No Data,No Data,No Data,No Data,No Data
10X390,English Language Learners,No Data,No Data,No Data,No Data,No Data,No Data
10X390,Poverty,No Data,No Data,No Data,No Data,No Data,No Data
10X390,Reside in temporary housing,No Data,No Data,No Data,No Data,No Data,No Data
10X390,Students with Disabilities,No Data,No Data,No Data,No Data,No Data,No Data
10X391,All Students,No Data,No Data,No Data,No Data,No Data,No Data
10X391,Attend school outside district of residence,No Data,No Data,No Data,No Data,No Data,No Data
12X150,English Language Learners,26,37,33,42,36,25
10X391,English Language Learners,No Data,No Data,No Data,No Data,No Data,No Data
10X391,Poverty,No Data,No Data,No Data,No Data,No Data,No Data
10X391,Reside in temporary housing,No Data,No Data,No Data,No Data,No Data,No Data
10X391,Students with Disabilities,No Data,No Data,No Data,No Data,No Data,No Data
10X396,All Students,47,40,68,52,59,56
10X396,Attend school outside district of residence,s,s,10,s,9,8
10X396,English Language Learners,9,14,10,12,13,8
10X396,Poverty,44,37,64,42,52,45
10X396,Reside in temporary housing,17,8,29,14,16,7
10X396,Students with Disabilities,11,15,15,13,15,17
10X447,All Students,No Data,No Data,No Data,No Data,No Data,No Data
10X447,Attend school outside district of residence,No Data,No Data,No Data,No Data,No Data,No Data
10X447,English Language Learners,No Data,No Data,No Data,No Data,No Data,No Data
11X016,Reside in temporary housing,s,16,18,s,15,12
10X447,Poverty,No Data,No Data,No Data,No Data,No Data,No Data
10X447,Reside in temporary housing,No Data,No Data,No Data,No Data,No Data,No Data
10X447,Students with Disabilities,No Data,No Data,No Data,No Data,No Data,No Data
10X459,All Students,No Data,No Data,No Data,No Data,No Data,No Data
10X459,Attend school outside district of residence,No Data,No Data,No Data,No Data,No Data,No Data
10X459,English Language Learners,No Data,No Data,No Data,No Data,No Data,No Data
10X459,Poverty,No Data,No Data,No Data,No Data,No Data,No Data
10X459,Reside in temporary housing,No Data,No Data,No Data,No Data,No Data,No Data
10X459,Students with Disabilities,No Data,No Data,No Data,No Data,No Data,No Data
11X016,All Students,44,68,70,76,73,84
11X016,Attend school outside district of residence,No Data,s,s,No Data,s,s
11X016,English Language Learners,s,s,7,No Data,s,s
11X326,English Language Learners,No Data,No Data,No Data,No Data,No Data,No Data
11X016,Poverty,44,63,66,72,70,78
11X016,Students with Disabilities,s,12,13,24,s,21
11X019,All Students,50,63,60,64,59,64
11X019,Attend school outside district of residence,No Data,No Data,s,No Data,s,s
11X019,English Language Learners,s,8,s,7,s,8
11X019,Poverty,21,36,23,43,36,40
11X019,Reside in temporary housing,s,s,s,11,6,s
11X019,Students with Disabilities,s,8,14,s,12,11
11X021,All Students,114,147,119,107,108,105
11X021,Attend school outside district of residence,s,s,s,s,s,s
11X021,English Language Learners,13,14,9,s,s,6
12X044,Attend school outside district of residence,No Data,s,s,s,6,s
11X021,Poverty,102,131,106,95,84,89
11X021,Reside in temporary housing,15,29,21,25,8,8
11X021,Students with Disabilities,13,22,23,27,17,29
11X041,All Students,135,160,164,176,162,166
11X041,Attend school outside district of residence,s,s,s,6,s,9
11X041,English Language Learners,13,17,12,10,17,15
11X041,Poverty,134,154,161,174,154,166
11X041,Reside in temporary housing,36,31,39,34,28,26
11X041,Students with Disabilities,28,19,26,31,25,38
11X068,All Students,125,124,120,120,129,138
11X068,Attend school outside district of residence,6,9,s,8,s,s
11X068,English Language Learners,s,No Data,No Data,s,s,s
11X068,Poverty,125,124,120,120,129,138
11X068,Reside in temporary housing,14,11,13,10,11,9
11X068,Students with Disabilities,19,17,27,30,29,32
11X076,All Students,160,172,196,171,183,183
11X076,Attend school outside district of residence,s,s,6,8,s,10
11X076,English Language Learners,35,15,24,17,32,16
11X076,Poverty,160,172,196,171,183,183
11X076,Reside in temporary housing,29,24,29,17,19,10
11X076,Students with Disabilities,20,22,21,26,44,48
11X078,All Students,118,138,152,133,124,111
11X078,Attend school outside district of residence,s,s,s,No Data,s,s
11X078,English Language Learners,s,6,8,7,7,s
11X078,Poverty,99,113,121,102,95,95
11X078,Reside in temporary housing,19,18,22,9,10,10
11X078,Students with Disabilities,11,16,25,24,26,30
11X083,All Students,128,171,190,188,174,196
11X083,Attend school outside district of residence,7,s,s,10,13,8
11X083,English Language Learners,16,31,34,26,21,19
11X083,Poverty,128,171,190,188,174,196
11X083,Reside in temporary housing,6,13,12,13,15,10
11X083,Students with Disabilities,13,26,38,41,33,33
11X087,All Students,92,90,119,104,118,111
11X087,Attend school outside district of residence,s,s,No Data,s,s,s
11X087,English Language Learners,s,s,s,s,s,s
12X044,English Language Learners,17,7,s,7,s,8
11X087,Poverty,80,78,103,89,102,93
11X087,Reside in temporary housing,15,10,13,13,13,17
11X087,Students with Disabilities,10,10,19,24,27,14
11X089,All Students,165,161,179,148,144,120
11X089,Attend school outside district of residence,s,s,s,s,s,s
11X089,English Language Learners,42,37,47,34,32,28
11X089,Poverty,165,161,179,148,144,120
11X089,Reside in temporary housing,12,s,16,s,9,12
11X089,Students with Disabilities,27,19,22,29,23,37
11X096,All Students,142,154,184,154,167,170
11X096,Attend school outside district of residence,s,7,s,13,s,8
11X096,English Language Learners,16,15,16,10,8,11
11X096,Poverty,142,154,184,154,167,170
11X096,Reside in temporary housing,22,25,38,27,23,20
11X096,Students with Disabilities,20,17,38,25,35,32
11X097,All Students,107,117,111,118,113,110
11X097,Attend school outside district of residence,s,s,s,s,s,7
11X097,English Language Learners,s,s,7,s,s,7
11X097,Poverty,74,92,86,98,84,94
11X097,Reside in temporary housing,s,8,s,6,6,8
11X169,Attend school outside district of residence,No Data,No Data,No Data,s,s,s
11X097,Students with Disabilities,9,17,21,23,25,24
11X103,All Students,193,218,200,217,182,160
11X103,Attend school outside district of residence,12,s,9,12,10,s
11X103,English Language Learners,54,38,27,33,23,30
11X103,Poverty,164,188,167,192,149,130
11X103,Reside in temporary housing,18,26,25,28,22,12
11X103,Students with Disabilities,27,36,38,44,39,43
11X105,All Students,167,225,205,244,201,216
11X105,Attend school outside district of residence,s,s,8,s,7,s
11X105,English Language Learners,30,67,46,39,43,24
11X105,Poverty,145,210,185,211,179,189
11X105,Reside in temporary housing,23,40,39,42,38,27
11X105,Students with Disabilities,18,38,37,49,52,44
11X106,All Students,181,197,167,173,194,222
11X106,Attend school outside district of residence,s,s,7,8,18,20
11X106,English Language Learners,31,38,18,16,32,24
11X106,Poverty,181,197,167,173,194,222
11X106,Reside in temporary housing,14,21,16,18,19,19
11X106,Students with Disabilities,24,24,28,25,36,32
11X108,All Students,96,94,102,107,86,94
11X108,Attend school outside district of residence,No Data,No Data,s,7,s,s
11X108,English Language Learners,18,14,10,s,11,s
11X108,Poverty,69,77,81,90,61,76
11X108,Reside in temporary housing,s,6,s,7,s,6
11X108,Students with Disabilities,10,15,19,20,15,15
11X111,All Students,108,130,116,97,129,130
11X169,English Language Learners,s,s,s,s,s,s
11X111,Attend school outside district of residence,s,10,9,s,8,10
11X111,Poverty,93,117,107,86,120,115
11X111,Reside in temporary housing,14,15,17,10,16,22
11X111,Students with Disabilities,24,28,31,27,38,34
11X112,All Students,62,65,62,54,61,69
11X112,Attend school outside district of residence,No Data,No Data,No Data,s,No Data,s
11X112,English Language Learners,s,s,s,s,s,s
11X112,Poverty,56,62,58,52,57,64
11X112,Reside in temporary housing,7,11,11,15,15,12
11X112,Students with Disabilities,8,13,14,13,18,18
11X121,All Students,127,153,175,155,151,161
11X121,Attend school outside district of residence,s,10,8,s,s,6
11X121,English Language Learners,12,7,10,11,9,8
11X121,Poverty,127,153,175,155,151,161
11X121,Reside in temporary housing,10,15,16,11,11,14
11X121,Students with Disabilities,11,13,21,25,35,33
11X127,All Students,No Data,No Data,No Data,No Data,No Data,No Data
11X127,Attend school outside district of residence,No Data,No Data,No Data,No Data,No Data,No Data
11X127,English Language Learners,No Data,No Data,No Data,No Data,No Data,No Data
11X127,Poverty,No Data,No Data,No Data,No Data,No Data,No Data
11X127,Reside in temporary housing,No Data,No Data,No Data,No Data,No Data,No Data
11X127,Students with Disabilities,No Data,No Data,No Data,No Data,No Data,No Data
11X144,All Students,No Data,No Data,No Data,No Data,No Data,No Data
11X144,Attend school outside district of residence,No Data,No Data,No Data,No Data,No Data,No Data
11X144,English Language Learners,No Data,No Data,No Data,No Data,No Data,No Data
11X144,Poverty,No Data,No Data,No Data,No Data,No Data,No Data
11X144,Reside in temporary housing,No Data,No Data,No Data,No Data,No Data,No Data
11X144,Students with Disabilities,No Data,No Data,No Data,No Data,No Data,No Data
11X153,All Students,92,115,120,130,139,126
11X153,Attend school outside district of residence,7,8,6,14,9,11
11X153,English Language Learners,s,s,s,s,No Data,s
11X153,Poverty,56,74,80,82,93,78
11X153,Reside in temporary housing,s,s,9,7,s,8
11X153,Students with Disabilities,9,12,13,20,19,15
11X160,All Students,69,60,52,60,72,55
11X160,Attend school outside district of residence,s,s,s,s,s,s
11X160,English Language Learners,8,s,s,s,s,s
11X160,Poverty,52,50,40,48,57,36
11X160,Reside in temporary housing,s,s,8,s,7,6
11X160,Students with Disabilities,13,15,11,17,25,25
11X169,All Students,53,67,63,61,64,72
11X169,Poverty,44,61,51,54,58,68
11X169,Reside in temporary housing,s,s,s,s,8,13
11X169,Students with Disabilities,s,s,17,17,18,20
11X175,All Students,38,34,27,44,23,41
11X175,Attend school outside district of residence,s,s,No Data,No Data,s,s
11X175,English Language Learners,s,No Data,s,s,No Data,No Data
11X175,Poverty,13,13,11,19,8,13
11X175,Reside in temporary housing,No Data,s,s,s,No Data,s
11X175,Students with Disabilities,s,s,s,7,s,s
26Q067,Reside in temporary housing,No Data,No Data,No Data,No Data,No Data,No Data
11X178,All Students,69,68,85,88,91,97
11X178,Attend school outside district of residence,s,No Data,s,s,s,s
11X178,English Language Learners,s,s,s,s,s,No Data
11X178,Poverty,48,50,73,62,73,75
11X178,Reside in temporary housing,11,8,14,9,11,9
11X178,Students with Disabilities,s,s,22,25,20,30
11X180,All Students,No Data,No Data,No Data,No Data,No Data,No Data
11X180,Attend school outside district of residence,No Data,No Data,No Data,No Data,No Data,No Data
11X180,English Language Learners,No Data,No Data,No Data,No Data,No Data,No Data
11X180,Poverty,No Data,No Data,No Data,No Data,No Data,No Data
11X180,Reside in temporary housing,No Data,No Data,No Data,No Data,No Data,No Data
11X180,Students with Disabilities,No Data,No Data,No Data,No Data,No Data,No Data
11X181,All Students,No Data,No Data,No Data,No Data,No Data,No Data
11X181,Attend school outside district of residence,No Data,No Data,No Data,No Data,No Data,No Data
11X181,English Language Learners,No Data,No Data,No Data,No Data,No Data,No Data
11X181,Poverty,No Data,No Data,No Data,No Data,No Data,No Data
11X181,Reside in temporary housing,No Data,No Data,No Data,No Data,No Data,No Data
11X181,Students with Disabilities,No Data,No Data,No Data,No Data,No Data,No Data
11X189,All Students,54,63,75,57,62,52
11X189,Attend school outside district of residence,s,s,s,s,s,s
11X189,English Language Learners,No Data,6,s,s,s,s
11X189,Poverty,50,56,64,52,56,46
11X189,Reside in temporary housing,10,10,19,11,9,7
11X189,Students with Disabilities,6,12,12,12,9,20
11X194,All Students,129,126,151,157,165,166
11X194,Attend school outside district of residence,s,s,s,12,9,12
11X194,English Language Learners,23,28,31,24,21,20
11X194,Poverty,129,126,151,157,165,166
11X194,Reside in temporary housing,10,17,19,17,26,22
11X194,Students with Disabilities,18,16,15,30,28,24
11X272,All Students,No Data,No Data,No Data,No Data,No Data,No Data
11X272,Attend school outside district of residence,No Data,No Data,No Data,No Data,No Data,No Data
11X272,Poverty,No Data,No Data,No Data,No Data,No Data,No Data
11X272,Reside in temporary housing,No Data,No Data,No Data,No Data,No Data,No Data
11X272,Students with Disabilities,No Data,No Data,No Data,No Data,No Data,No Data
11X287,All Students,No Data,No Data,No Data,No Data,No Data,No Data
11X287,Attend school outside district of residence,No Data,No Data,No Data,No Data,No Data,No Data
11X287,English Language Learners,No Data,No Data,No Data,No Data,No Data,No Data
11X287,Poverty,No Data,No Data,No Data,No Data,No Data,No Data
11X287,Reside in temporary housing,No Data,No Data,No Data,No Data,No Data,No Data
11X287,Students with Disabilities,No Data,No Data,No Data,No Data,No Data,No Data
11X289,All Students,No Data,No Data,No Data,No Data,No Data,No Data
11X289,Attend school outside district of residence,No Data,No Data,No Data,No Data,No Data,No Data
11X289,English Language Learners,No Data,No Data,No Data,No Data,No Data,No Data
